,CAGR,AnnVol,Sharpe,MaxDD,Calmar,AnnTurnover,WinRate_vs_EW,WinRate_vs_SPY
s1_style,0.1433238397284149,0.18622919542998925,0.6903345670913187,-0.3138273016189427,0.45669653019048817,2.1596323633069456,0.6052631578947368,0.5175438596491229
s2_allweather,0.09810719269744683,0.09597642751245074,0.7848980879752081,-0.213718460692073,0.4590487521749482,0.6538896645749468,0.40350877192982454,0.40350877192982454
s3_rotation,0.0723724940610142,0.13023263576471622,0.4256749117040151,-0.31750943852983315,0.22793808711993327,3.5692496266238125,0.41228070175438597,0.42105263157894735
s4_targetvol,0.037125190454555534,0.03946699511714994,0.36061568445737213,-0.09615098020543855,0.38611348917330784,1.589371418828859,0.39473684210526316,0.3508771929824561
ew,0.10999507137917863,0.1095568423482688,0.7988711843233626,-0.2168378479563533,0.5072687836365137,0.2575929309375823,0.0,0.41228070175438597
spy,0.15074783367693767,0.18103062150565039,0.7407496272101823,-0.3369994047055277,0.4473237387723641,0.10002905329451572,0.5877192982456141,0.0
