,COWZ,DBB,GLD,QQQ,SCHD,SPY,TLT
2016-07-01,0.15720321971208465,0.19918517721994922,0.20527499107069297,0.13137722386927125,0.11587972470928636,0.0,0.19137975344572375
2016-07-05,0.15716280812339078,0.19649449520732498,0.20691629207457868,0.13054139095805012,0.115458928483936,0.0,0.19372610136564877
2016-07-06,0.15680921898700528,0.19532087770973544,0.20766264990185296,0.13131470315091473,0.11558929366314699,0.0,0.1936026010186064
2016-07-07,0.15724458858191007,0.19366246237430873,0.20745569499532762,0.13206836912222297,0.11574255723940068,0.0,0.194126506675943
2016-07-08,0.15590317833202214,0.19433777984052616,0.2069225364979247,0.13296697521560835,0.11627897871396246,0.0,0.19388817294710697
2016-07-11,0.15627282443982002,0.19479855430763254,0.2054585204220404,0.13404350718592975,0.11708232397230423,0.0,0.19264260054372978
2016-07-12,0.1563688682903982,0.19958697693475982,0.20218196670062158,0.13480298725221188,0.11776561808382131,0.0,0.1895921003914035
2016-07-13,0.1557160726259192,0.19889904576207454,0.20319057152198097,0.13391512785556936,0.11755070014142353,0.0,0.19102575717101017
2016-07-14,0.15601924628065725,0.20030529006445452,0.20201549121763895,0.13509272017322546,0.11825090724922659,0.0,0.18861420265303452
2016-07-15,0.15650569277107912,0.20049174060798658,0.2018655139922614,0.135296091513945,0.11856397260327017,0.0,0.18757577861680622
2016-07-18,0.15632609583356363,0.20026166781016824,0.2019517989233276,0.13603532559582523,0.11853903706890752,0.0,0.1871845257829843
2016-07-19,0.15605556169160656,0.20078872736543277,0.201872082434145,0.1353051668613961,0.11836162863279172,0.0,0.187914771196753
2016-07-20,0.15658397914318184,0.20000763895469204,0.19965766461729295,0.13734942668521724,0.11917980487615783,0.0,0.1875204365398136
2016-07-21,0.1561413361225363,0.1995879273817085,0.20212594076635335,0.13664724773767728,0.11842668495779445,0.0,0.18736897253374812
2016-07-22,0.1561747719065773,0.19933923509903304,0.20066049804965158,0.1372440825142615,0.11914588272857171,0.0,0.1877337069365247
2016-07-25,0.15647461426130577,0.1995759539956011,0.19964550974836873,0.13751967876137478,0.1191243714629383,0.0,0.18795862526771964
2016-07-26,0.1565096390552223,0.19801431564006733,0.20053371260493072,0.13770778574461515,0.11923447499474081,0.0,0.18829889600009278
2016-07-27,0.1560459438385497,0.19451574113594813,0.2031608349970567,0.1382530146964467,0.11824341136803271,0.0,0.19007899632927963
2016-07-28,0.1556571634592073,0.19722623840632061,0.20206900891694934,0.13839000474462534,0.11769986016279729,0.0,0.18925492731220483
2016-07-29,0.15467656906957836,0.19814854025400577,0.20287225760519673,0.1378171929651437,0.11715079660529204,0.0,0.1896299774881939
2016-08-01,0.0,0.22960070120608722,0.20001078275981662,0.16093403650454136,0.1754058212010625,0.0,0.2340962714375131
2016-08-02,0.0,0.2308385368483074,0.20213161620645434,0.1601040334722891,0.1747196144635502,0.0,0.23225392969735126
2016-08-03,0.0,0.23153542155596005,0.20104371725838366,0.16053273848787317,0.17469299574048466,0.0,0.2322428283063855
2016-08-04,0.0,0.22919953722846056,0.20125454566613438,0.16088786037088415,0.17486926375219547,0.0,0.23383646395465818
2016-08-05,0.0,0.2310405056794526,0.19808432590732558,0.1627810338672631,0.17623932130677827,0.0,0.2319025872408085
2016-08-08,0.0,0.23115045203987275,0.19786335820327663,0.16255863309183416,0.17619467371912853,0.0,0.2322806454313315
2016-08-09,0.0,0.22955642351627492,0.19816728492508537,0.16252202206495783,0.17583080980372942,0.0,0.23397110169422375
2016-08-10,0.0,0.23001634129241857,0.1986229467836408,0.16171945787062755,0.17537140230287893,0.0,0.23431738096874793
2016-08-11,0.0,0.23095324883332358,0.1974756161897212,0.1626003086366165,0.17652267663329313,0.0,0.23249573432126208
2016-08-12,0.0,0.22814318498709935,0.19738586893373836,0.16298210556491863,0.17669242235219873,0.0,0.23484408249876118
2016-08-15,0.0,0.23029199781345036,0.19760323461579982,0.16329370122269113,0.1767728901307563,0.0,0.23208572939523264
2016-08-16,0.0,0.2315595052735245,0.1986571625263931,0.16245743971036353,0.17581318228541196,0.0,0.23156028308050045
2016-08-17,0.0,0.23135120757899807,0.19823750936511947,0.1623671910468728,0.1756888411935647,0.0,0.23240271267748155
2016-08-18,0.0,0.23130131631127543,0.19870426517476478,0.1620219956365348,0.175804092594316,0.0,0.23221567968944626
2016-08-19,0.0,0.23175707851890376,0.19776621957395843,0.16265203989261545,0.17591462665274954,0.0,0.23195758161886237
2016-08-22,0.0,0.23023114156344013,0.19745829866064796,0.16276509780291787,0.17569582349879279,0.0,0.23389718183627273
2016-08-23,0.0,0.2301477328823601,0.1972122322172083,0.16287866675160834,0.17591603865882655,0.0,0.23389282160285943
2016-08-24,0.0,0.2286645174742888,0.196480445307614,0.16303730453239743,0.17677689640593378,0.0,0.235088684560881
2016-08-25,0.0,0.22950848413838165,0.19645398706456332,0.16289199529132037,0.1768241025447573,0.0,0.23436931511539733
2016-08-26,0.0,0.23072747403981697,0.1963489067248601,0.16327503705142918,0.17648335199691728,0.0,0.23321315771663453
2016-08-29,0.0,0.2295119939214766,0.19584538564925794,0.16275665856038973,0.17667489232726086,0.0,0.23525878016355833
2016-08-30,0.0,0.22940745269154109,0.19493105870415006,0.16311054233772246,0.17697096863603562,0.0,0.23562794849814964
2016-08-31,0.0,0.22927344461959612,0.19471483911199272,0.16308797798049673,0.17679589429732911,0.0,0.2361758582803929
2016-09-01,0.0,0.23274016187021584,0.20322917078479816,0.1666666276029699,0.1752267317437699,0.0,0.22214175532711647
2016-09-02,0.0,0.23211859929459935,0.20505801820459219,0.16700764896921325,0.1757557729982783,0.0,0.22006440256102636
2016-09-06,0.0,0.2290280536256409,0.20757888873530078,0.167286079088343,0.1754495119987859,0.0,0.2206618884801245
2016-09-07,0.0,0.22966266183717013,0.20698218008265748,0.1674768005632678,0.17525856613590704,0.0,0.2206242157822389
2016-09-08,0.0,0.23073475500047405,0.20699910336331803,0.1673978650297389,0.17583640963781277,0.0,0.21903631537541032
2016-09-09,0.0,0.2320424242869858,0.2089671957054261,0.16582870195491403,0.17424887104731385,0.0,0.21891732752991488
2016-09-12,0.0,0.2304221232347242,0.207712151462049,0.16800165317197077,0.17587847497728523,0.0,0.21799009627374558
2016-09-13,0.0,0.2304855430341408,0.20842174406829225,0.16818450995468132,0.17521775056256111,0.0,0.21769499709137008
2016-09-14,0.0,0.2337633728532615,0.2078601591343653,0.1679571915750655,0.17373241874117,0.0,0.21669137477480413
2016-09-15,0.0,0.23140279364523228,0.20658584159312593,0.17061659349112343,0.1755813838739093,0.0,0.21581790583994281
2016-09-16,0.0,0.2309859519054145,0.20601266822223643,0.17048358741904346,0.1750265096425509,0.0,0.2174957999406289
2016-09-19,0.0,0.23242775627095114,0.2063354064749851,0.16965549439833852,0.17491110034677693,0.0,0.21667475738267933
2016-09-20,0.0,0.23334567989744495,0.2059663161665963,0.16950874339844882,0.17434735410429492,0.0,0.21683640897296522
2016-09-21,0.0,0.23145121615869996,0.20727451253682716,0.169785137560973,0.17467824678171184,0.0,0.21681535298571172
2016-09-22,0.0,0.23253461663054717,0.2062906906532288,0.16992311314110156,0.17426601932840788,0.0,0.21698999465176783
2016-09-23,0.0,0.2332783770741464,0.20677754115848673,0.1691311098029636,0.17365796467885194,0.0,0.21715944940193635
2016-09-26,0.0,0.23443730047259767,0.20673528247260115,0.16781327354003578,0.172351643487601,0.0,0.21866694476169857
2016-09-27,0.0,0.233847822110046,0.20456300759476692,0.16892317202984575,0.17311314434390737,0.0,0.21955728430119728
2016-09-28,0.0,0.23615954528239544,0.20327160816186346,0.16867291587189412,0.17351110781042273,0.0,0.21838923928315074
2016-09-29,0.0,0.23685815151434766,0.20333869902471155,0.16770542367004998,0.17282777602133947,0.0,0.21927437293895902
2016-09-30,0.0,0.23815187210932173,0.20230180749184015,0.16867153986685696,0.17393266252386622,0.0,0.2169465337340561
2016-10-03,0.0,0.2730603871228442,0.19884629600690926,0.18208915528739555,0.14152092447735698,0.0,0.20449730803273297
2016-10-04,0.0,0.2738754265106445,0.19458266885754355,0.18431196372057193,0.1423602636368221,0.0,0.2048839418137508
2016-10-05,0.0,0.2727339038006487,0.19458077710211366,0.1852551090872736,0.1431963781843257,0.0,0.20424811884686606
2016-10-06,0.0,0.27310730599738703,0.1934578849411622,0.1858160860984065,0.14380519922237947,0.0,0.2038278614541151
2016-10-07,0.0,0.2730772663533969,0.19370558821782313,0.18552254273434335,0.14361930456796795,0.0,0.20408964479397923
2016-10-10,0.0,0.27412991927825536,0.19387541028984373,0.18620756940720762,0.14344760517155844,0.0,0.20235380509503245
2016-10-11,0.0,0.27234700508758675,0.1948492114590024,0.1854155946879248,0.14345538211760256,0.0,0.20394726134209784
2016-10-12,0.0,0.2723675280535288,0.19503143916984364,0.1851368419259149,0.14346508713984116,0.0,0.20401354917742467
2016-10-13,0.0,0.2710310000314603,0.19582808769724128,0.18478062941624765,0.14325431668678618,0.0,0.20512043576876698
